,adg_long,adg_per_exposure_long,adg_per_exposure_short,adg_short,adg_weighted_long,adg_weighted_per_exposure_long,adg_weighted_per_exposure_short,adg_weighted_short,avg_fills_per_day_long,avg_fills_per_day_short,closest_bkr_long,closest_bkr_short,drawdown_1pct_worst_mean_long,drawdown_1pct_worst_mean_short,drawdown_max_long,drawdown_max_short,eqbal_ratio_mean_long,eqbal_ratio_mean_of_10_worst_long,eqbal_ratio_mean_of_10_worst_short,eqbal_ratio_mean_short,eqbal_ratio_min_long,eqbal_ratio_min_short,eqbal_ratio_std_long,eqbal_ratio_std_short,equity_balance_ratio_mean_long,equity_balance_ratio_mean_short,equity_balance_ratio_std_long,equity_balance_ratio_std_short,exchange,exposure_ratios_mean_long,exposure_ratios_mean_short,fee_sum_long,fee_sum_short,final_balance_long,final_balance_short,final_equity_long,final_equity_short,gain_long,gain_short,hrs_stuck_avg_long,hrs_stuck_avg_short,hrs_stuck_max_long,hrs_stuck_max_short,loss_profit_ratio_long,loss_profit_ratio_short,loss_sum_long,loss_sum_short,n_closes_long,n_closes_short,n_days,n_entries_long,n_entries_short,n_fills_long,n_fills_short,n_ientries_long,n_ientries_short,n_normal_closes_long,n_normal_closes_short,n_rentries_long,n_rentries_short,n_unstuck_closes_long,n_unstuck_closes_short,n_unstuck_entries_long,n_unstuck_entries_short,net_pnl_plus_fees_long,net_pnl_plus_fees_short,pa_distance_1pct_worst_mean_long,pa_distance_1pct_worst_mean_short,pa_distance_max_long,pa_distance_max_short,pa_distance_mean_long,pa_distance_mean_short,pa_distance_std_long,pa_distance_std_short,pnl_sum_long,pnl_sum_short,profit_sum_long,profit_sum_short,sharpe_ratio_long,sharpe_ratio_short,starting_balance,symbol,time_at_max_exposure_long,time_at_max_exposure_short,volume_quote_long,volume_quote_short
IMXUSDT,0.001911475489017267,0.001911475489017267,0.00021142055721545816,0.00021142055721545816,0.00132442004180926,0.00132442004180926,0.00015127800746124188,0.00015127800746124188,11.048678720445062,12.684283727399166,0.9998749184860029,1.0,0.0036897211228360044,0.0056097853934350935,0.004455957019084933,0.006704068542713738,0.9998121537840883,0.9969108844353425,0.9949462934438313,0.9997083848199989,0.9856796920492644,0.9932817832345979,0.00046512653984384113,0.0007247367782688857,0.9998121537840883,0.9997083848199989,0.00046512653984384113,0.0007247367782688857,binance,0.023032375796773013,0.01408029567397092,-23.349813779999998,-14.023152060000001,10588.781086220004,10063.532347940038,10586.745886220004,10063.532347940038,0.05887810862200049,0.006353234794003848,2.092070707070707,1.7644678979771329,26.866666666666667,45.71666666666667,0.0,0.0,0.0,0.0,143,183,29.958333333333332,188,197,331,380,114,176,143,183,74,21,0,0,0,0,588.781086220001,63.53234793999994,0.029769968837545856,0.04238638801525009,0.03193506339613702,0.04315759955131792,0.010204066131585402,0.01820382627264525,0.007616091036354925,0.011085780868303547,612.130900000001,77.55549999999994,612.130900000001,77.55549999999994,0.6630252871850018,0.2419750499887303,10000.0,IMXUSDT,0.0,0.0,188331.77809992293,55868.79079004891
ANKRUSDT,0.0004048781418473091,0.001349593806157697,0.0,0.0,-0.0026045607597947385,-0.008681869199315795,0.0,0.0,31.910987482614743,0.0,1.0,1.0,0.048980977971432416,-0.0,0.05050433498841332,-0.0,0.9955343219849679,0.9593741902573341,1.0,1.0,0.9566626157720267,,0.010112154924848541,0.0,0.9955343219849679,1.0,0.010112154924848541,0.0,binance,0.22365555661807843,0.0,-24.014122554000004,0.0,10122.008499629803,10000.0,9928.107977446023,10000.0,0.01220084996298021,0.0,0.7278010471204188,,19.616666666666667,,0.5835377049110027,1.0,-204.60365036407626,0.0,430,0,29.958333333333332,526,0,956,0,360,0,418,0,157,0,12,0,9,0,122.00849962978091,0.0,0.15938654220123452,100.0,0.16884696472622152,100.0,0.024570107696101805,100.0,0.03797747544823398,1.0,146.02262218378092,0.0,350.6262725478572,0.0,-0.03390100859228279,0.0,10000.0,ANKRUSDT,0.20555555555555555,0.0,219678.1267390668,0.0
RSRUSDT,0.0005136993255563382,0.0017123310851877942,0.0,0.0,-0.0002881773726657988,-0.0009605912422193293,0.0,0.0,21.96383866481224,0.0,1.0,1.0,0.020429562255695043,-0.0,0.02336519518637634,-0.0,0.9994012411276348,0.9827248167907279,1.0,1.0,0.9793077764230791,,0.0027148162226981708,0.0,0.9994012411276348,1.0,0.0027148162226981708,0.0,binance,0.05935585785315419,0.0,-16.763383878600003,0.0,10155.045922391784,10000.0,10154.049424391784,10000.0,0.015504592239178328,0.0,1.0859462201927956,,24.616666666666667,,0.2836766681972948,1.0,-68.03384122705107,0.0,307,0,29.958333333333332,351,0,658,0,231,0,296,0,111,0,11,0,9,0,155.03159712139967,0.0,0.064678626133634,100.0,0.07408033171450798,100.0,0.013133610471999629,100.0,0.013902347746156195,1.0,171.79498099999967,0.0,239.82882222705072,0.0,0.1641988140446743,0.0,10000.0,RSRUSDT,0.043055555555555555,0.0,188490.94494250478,0.0
HNTUSDT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.0,-0.0,-0.0,-0.0,1.0,1.0,1.0,1.0,,,0.0,0.0,1.0,1.0,0.0,0.0,binance,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,,,,,1.0,1.0,0.0,0.0,0,0,29.958333333333332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,HNTUSDT,0.0,0.0,0.0,0.0
WOOUSDT,0.0016605888225660337,0.005535296075220113,0.0,0.0,0.002116713678004767,0.00705571226001589,0.0,0.0,9.546592489568846,0.0,1.0,1.0,0.014418371612526392,-0.0,0.01921882692487366,-0.0,0.9989827553597562,0.986586024099797,1.0,1.0,0.9773776115162078,,0.0025627609432952217,0.0,0.9989827553597562,1.0,0.0025627609432952217,0.0,binance,0.17885444285194627,0.0,-14.271977978,0.0,10509.633432021985,10000.0,10509.633432021985,10000.0,0.05096334320219853,0.0,2.4632163742690056,,72.06666666666666,,0.04502709953222471,1.0,-24.702209905627583,0.0,209,0,29.958333333333332,77,0,286,0,36,0,192,0,29,0,17,0,12,0,509.63343202199974,0.0,0.08153770861092648,100.0,0.1219952090242172,100.0,0.016998987278864203,100.0,0.016111370986572282,1.0,523.9054099999997,0.0,548.6076199056273,0.0,0.3482038548978036,0.0,10000.0,WOOUSDT,0.10277777777777777,0.0,360426.59492695134,0.0
AGIXUSDT,0.0017658147071448749,0.00588604902381625,0.0,0.0,0.00024256821683706908,0.0008085607227902303,0.0,0.0,46.86509040333797,0.0,1.0,1.0,0.047236599923830926,-0.0,0.052653874881030426,-0.0,0.9973457561415648,0.9644684112103199,1.0,1.0,0.9567411082982694,,0.005980253675334525,0.0,0.9973457561415648,1.0,0.005980253675334525,0.0,binance,0.2880408734495494,0.0,-83.7331481,0.0,10542.759351900011,10000.0,10541.25585190001,10000.0,0.05427593519000107,0.0,0.5020669992872416,,23.55,,0.48328504091156477,1.0,-585.9603020346663,0.0,829,0,29.958333333333332,575,0,1404,0,326,0,712,0,143,0,117,0,106,0,542.7593519000026,0.0,0.14422405888079728,100.0,0.16847237076338292,100.0,0.01853185510031917,100.0,0.022822321531925992,1.0,626.4925000000026,0.0,1212.4528020346688,0.0,0.20240740079279398,0.0,10000.0,AGIXUSDT,0.1375,0.0,1410058.2271828663,0.0
ZRXUSDT,-0.004120424483338603,-0.013734748277795344,0.0,0.0,-0.012857643322356161,-0.04285881107452054,0.0,0.0,14.9874826147427,0.0,1.0,1.0,0.15044450440206797,-0.0,0.15361884893307917,-0.0,0.9870620236613247,0.9284010601618313,1.0,1.0,0.9212657415715176,,0.02124930735090333,0.0,0.9870620236613247,1.0,0.02124930735090333,0.0,binance,0.3405322614275995,0.0,-19.120328472000004,0.0,8836.483711528017,10000.0,8836.483711528017,10000.0,-0.1163516288471983,0.0,1.5504092261904763,,55.85,,4.881085657447864,1.0,-1439.2608666283518,0.0,218,0,29.958333333333332,231,0,449,0,106,0,120,0,30,0,98,0,95,0,-1163.5162884719998,0.0,0.31967350669299405,100.0,0.35580107898024455,100.0,0.1029490931814612,100.0,0.09639451672131588,1.0,-1144.3959599999998,0.0,294.86490662835183,0.0,-0.29263213064893967,0.0,10000.0,ZRXUSDT,0.3375,0.0,590700.9073055086,0.0
RUNEUSDT,0.0007577224236170466,0.002525741412056822,0.0,0.0,0.0006069193337559176,0.0020230644458530587,0.0,0.0,15.855354659248958,0.0,1.0,1.0,0.01794516493298387,-0.0,0.022875098267340542,-0.0,0.9995007815835482,0.9838819826994207,1.0,1.0,0.9771763472728309,,0.002112852022141676,0.0,0.9995007815835482,1.0,0.002112852022141676,0.0,binance,0.07708847427014678,0.0,-11.1708428,0.0,10229.509157200006,10000.0,10229.665157200006,10000.0,0.02295091572000052,0.0,1.4337552742616033,,20.3,,0.01564677594032444,1.0,-3.8257263157894528,0.0,200,0,29.958333333333332,275,0,475,0,161,0,199,0,114,0,1,0,0,0,229.5091572000004,0.0,0.06359110634057528,100.0,0.08240910747072637,100.0,0.01114623944604328,100.0,0.011232193712563628,1.0,240.6800000000004,0.0,244.50572631578984,0.0,0.4487096133599864,0.0,10000.0,RUNEUSDT,0.02638888888888889,0.0,89440.35826997765,0.0
ENSUSDT,0.0011727467090874022,0.003909155696958008,0.0,0.0,0.001208762433782784,0.00402920811260928,0.0,0.0,6.709318497913769,0.0,1.0,1.0,0.012505948000420788,-0.0,0.01596519317393111,-0.0,0.9996674129606172,0.9897983554661174,1.0,1.0,0.9863130571317525,,0.0016037923639714597,0.0,0.9996674129606172,1.0,0.0016037923639714597,0.0,binance,0.102954410738712,0.0,-7.91390454,0.0,10357.36690256608,10000.0,10363.691995460002,10000.0,0.035736690256608084,0.0,3.5269166666666667,,75.63333333333334,,0.03528270878223729,1.0,-13.359454068243936,0.0,120,0,29.958333333333332,81,0,201,0,41,0,116,0,36,0,4,0,4,0,357.36690256607983,0.0,0.03851466621943035,100.0,0.04779902168299588,100.0,0.011271518928694576,100.0,0.008383438030782753,1.0,365.2808071060798,0.0,378.64026117432377,0.0,0.42190473796726297,0.0,10000.0,ENSUSDT,0.05416666666666667,0.0,163067.835025445,0.0
OPUSDT,-0.0007680877597450175,-0.002560292532483392,0.0,0.0,3.696683369086573e-05,0.00012322277896955244,0.0,0.0,3.7051460361613353,0.0,1.0,1.0,0.06963835758800647,-0.0,0.07553476571853344,-0.0,0.9934656484374552,0.9556905386420758,1.0,1.0,0.9478805737386968,,0.010730106441912655,0.0,0.9934656484374552,1.0,0.010730106441912655,0.0,binance,0.3803698156334279,0.0,-5.165622396000001,0.0,9772.434559204185,10000.0,9420.035397604004,10000.0,-0.022756544079581498,0.0,5.5624242424242425,,80.23333333333333,,2.4193576928351446,1.0,-379.0902844623809,0.0,58,0,29.958333333333332,53,0,111,0,14,0,32,0,14,0,26,0,25,0,-227.56544079582,0.0,0.18161214067192305,100.0,0.21024831975531805,100.0,0.03917021334966089,100.0,0.04057589144101434,1.0,-222.39981839982,0.0,156.69046606256092,0.0,-0.2470947158768765,0.0,10000.0,OPUSDT,0.30277777777777776,0.0,177861.29027206273,0.0
UNIUSDT,0.0008070765989225404,0.0026902553297418015,0.0,0.0,0.0009783334728985737,0.003261111576328579,0.0,0.0,7.076495132127956,0.0,1.0,1.0,0.022024336507986155,-0.0,0.023978535617329808,-0.0,0.9992973006360482,0.9798753430760547,1.0,1.0,0.9779274605900469,,0.003078542769387811,0.0,0.9992973006360482,1.0,0.003078542769387811,0.0,binance,0.07955715899963353,0.0,-9.5414642,0.0,10244.633535799987,10000.0,10244.633535799987,10000.0,0.024463353579998737,0.0,3.2887045813586098,,43.05,,0.12624587485585462,1.0,-36.72491415842297,0.0,123,0,29.958333333333332,89,0,212,0,61,0,119,0,25,0,4,0,3,0,244.6335357999988,0.0,0.07565891942926692,100.0,0.07930645802330119,100.0,0.011469278445032328,100.0,0.014219288637957515,1.0,254.17499999999882,0.0,290.8999141584218,0.0,0.14955530407798492,0.0,10000.0,UNIUSDT,0.058333333333333334,0.0,108107.69648818168,0.0
THETAUSDT,0.0013313968404307097,0.004437989468102366,0.0,0.0,0.0008077234950303547,0.0026924116501011825,0.0,0.0,22.331015299026426,0.0,1.0,1.0,0.008630797964597153,-0.0,0.012429526594509974,-0.0,0.9996237321759674,0.9921681116018825,1.0,1.0,0.9876884903638313,,0.0010936448557326561,0.0,0.9996237321759674,1.0,0.0010936448557326561,0.0,binance,0.08731608126545881,0.0,-21.467965646000003,0.0,10406.649684354026,10000.0,10406.204834354026,10000.0,0.04066496843540257,0.0,1.0351796407185627,,24.066666666666666,,0.0,1.0,0.0,0.0,281,0,29.958333333333332,388,0,669,0,276,0,281,0,112,0,0,0,0,0,406.6496843540016,0.0,0.039255708148850266,100.0,0.045203721232921046,100.0,0.012199197452713955,100.0,0.008642405948588042,1.0,428.11765000000156,0.0,428.11765000000156,0.0,0.5099396028053736,0.0,10000.0,THETAUSDT,0.022222222222222223,0.0,85551.61907656537,0.0
AUDIOUSDT,0.0007834908008808039,0.002611636002936013,0.0,0.0,0.0007067549790733985,0.002355849930244662,0.0,0.0,8.878998609179416,0.0,1.0,1.0,0.024636837181619357,-0.0,0.028585889811969425,-0.0,0.9990656449527296,0.9769033531151496,1.0,1.0,0.9719414830205575,,0.0036917517055283454,0.0,0.9990656449527296,1.0,0.0036917517055283454,0.0,binance,0.10059034550692728,0.0,-9.69272704,0.0,10237.40307296,10000.0,10237.30807296,10000.0,0.023740307296000074,0.0,2.617610062893082,,32.55,,0.08093078886636546,1.0,-21.758598566150848,0.0,121,0,29.958333333333332,145,0,266,0,90,0,118,0,53,0,3,0,2,0,237.40307296000034,0.0,0.0879690060005454,100.0,0.10317729950630934,100.0,0.012279839622631628,100.0,0.015962872126486748,1.0,247.09580000000034,0.0,268.8543985661512,0.0,0.1346169598632493,0.0,10000.0,AUDIOUSDT,0.06527777777777778,0.0,86509.21861647593,0.0
MATICUSDT,-0.00034441785552941084,-0.0011480595184313696,0.0,0.0,-0.0026869696529331134,-0.008956565509777045,0.0,0.0,11.949930458970794,0.0,1.0,1.0,0.0325849240199685,-0.0,0.034315288441990575,-0.0,0.9978801587487289,0.9793901281879546,1.0,1.0,0.977271165241838,,0.004458276581656883,0.0,0.9978801587487289,1.0,0.004458276581656883,0.0,binance,0.29348612162256643,0.0,-12.69044114,0.0,9897.331058859994,10000.0,9897.121058859995,10000.0,-0.010266894114000613,0.0,1.957609710550887,,75.61666666666666,,1.3936872600332,1.0,-318.53174297873437,0.0,171,0,29.958333333333332,187,0,358,0,53,0,84,0,50,0,87,0,84,0,-102.66894114000011,0.0,0.07663700358104489,100.0,0.0819761605463282,100.0,0.012899336808646708,100.0,0.014647485570788188,1.0,-89.97850000000011,0.0,228.55324297873426,0.0,-0.050990474045065744,0.0,10000.0,MATICUSDT,0.2013888888888889,0.0,576529.0042878205,0.0
LINKUSDT,0.0007743251780008009,0.0025810839266693364,0.0,0.0,0.0005996338631071296,0.001998779543690432,0.0,0.0,10.948539638386649,0.0,1.0,1.0,0.005344054924149089,-0.0,0.00894047719893886,-0.0,0.9999168052810203,0.9960109816074525,1.0,1.0,0.9912306252018074,,0.000566796824474321,0.0,0.9999168052810203,1.0,0.000566796824474321,0.0,binance,0.03950134652102385,0.0,-12.066309488000002,0.0,10234.594590511999,10000.0,10234.594590511999,10000.0,0.023459459051199838,0.0,2.0884301732925588,,42.15,,0.0,1.0,0.0,0.0,185,0,29.958333333333332,143,0,328,0,97,0,183,0,43,0,2,0,3,0,234.59459051200218,0.0,0.023864383895326136,100.0,0.030110931006682086,100.0,0.006092310599367037,100.0,0.005441990498219547,1.0,246.6609000000022,0.0,246.6609000000022,0.0,0.6892236380226962,0.0,10000.0,LINKUSDT,0.016666666666666666,0.0,157077.7235509162,0.0
DOGEUSDT,-0.0007173238750797228,-0.002391079583599076,0.0,0.0,-0.004481487435735687,-0.014938291452452292,0.0,0.0,32.0778859527121,0.0,1.0,1.0,0.07976322198866939,-0.0,0.08249607558339424,-0.0,0.9911362991931969,0.9537051217502338,1.0,1.0,0.9494831855550565,,0.013349352889163639,0.0,0.9911362991931969,1.0,0.013349352889163639,0.0,binance,0.4038696174956251,0.0,-45.528541958000005,0.0,9787.318860972371,10000.0,9593.367468041997,10000.0,-0.021268113902762842,0.0,0.7446875,,8.1,,1.2789548744698014,1.0,-766.3627646184905,0.0,409,0,29.958333333333332,552,0,961,0,314,0,332,0,165,0,77,0,73,0,-212.68113902762298,0.0,0.1888033371413636,100.0,0.20248943829568544,100.0,0.046453581870376306,100.0,0.05337512463612279,1.0,-167.15259706962297,0.0,599.2101675488675,0.0,-0.10025236465855016,0.0,10000.0,DOGEUSDT,0.3819444444444444,0.0,611022.7552819853,0.0
HOTUSDT,0.004369098151215001,0.004369098151215001,0.0014219829831128017,0.0014219829831128017,0.003892314555681975,0.003892314555681975,0.0008644871495884443,0.0008644871495884443,17.457579972183588,6.075104311543811,0.9998741740603927,1.0,0.02345242394412289,0.025473327193194933,0.03091768460699854,0.05477410007340535,0.9996294587597834,0.9806343003628568,0.9785524867473443,0.9990807771353073,0.968868427491215,0.9452150874698269,0.0025019572472760056,0.003342101901500352,0.9996294587597834,0.9990807771353073,0.0025019572472760056,0.003342101901500352,binance,0.04087532139937943,0.049322746969464176,-64.53515741780001,-24.650846184200006,11395.184846911394,10434.890776815791,11395.184846911394,10435.099560815792,0.13951848469113948,0.04348907768157906,1.3210089399744573,3.794014732965009,25.7,49.516666666666666,0.0,0.0,0.0,0.0,253,90,29.958333333333332,270,92,523,182,151,73,253,90,119,19,0,0,0,0,1395.1547035821998,434.89077681579874,0.026135033949286676,0.05481706445233436,0.03212819477245155,0.07831396736736661,0.005875607906054094,0.012306335576657857,0.005109965563429534,0.012253819342394955,1459.6898609999998,459.54162299999876,1459.6898609999998,459.54162299999876,1.0155168749285828,0.4605958047980465,10000.0,HOTUSDT,0.015277777777777777,0.0,574963.519994456,122656.6426963213
APEUSDT,0.0006779015735278726,0.0022596719117595754,0.0,0.0,-0.00047042367583938205,-0.001568078919464607,0.0,0.0,7.443671766342142,0.0,1.0,1.0,0.033424301320054875,-0.0,0.03718021923055564,-0.0,0.9973899067900139,0.9694637659330197,1.0,1.0,0.9647909330670141,,0.00696682276510567,0.0,0.9973899067900139,1.0,0.00696682276510567,0.0,binance,0.1548092971267343,0.0,-8.28036716,0.0,10205.094064657593,10000.0,9949.63703283998,10000.0,0.020509406465759383,0.0,3.0816816816816814,,60.86666666666667,,0.12717120981607896,1.0,-31.088668182389036,0.0,99,0,29.958333333333332,124,0,223,0,74,0,95,0,47,0,4,0,3,0,205.09406465761055,0.0,0.11713663603030845,100.0,0.1329403493453704,100.0,0.02299567579134808,100.0,0.02997905485560972,1.0,213.37443181761054,0.0,244.46309999999957,0.0,-0.0444140828119824,0.0,10000.0,APEUSDT,0.12916666666666668,0.0,65989.32219316794,0.0
KSMUSDT,0.0005326719471996366,0.001775573157332122,0.0,0.0,0.0011949947849287268,0.003983315949762423,0.0,0.0,6.1752433936022255,0.0,1.0,1.0,0.026432663397758738,-0.0,0.028305359919992192,-0.0,0.9992839948210435,0.9791962186717076,1.0,1.0,0.9760004585011783,,0.0031765695398753117,0.0,0.9992839948210435,1.0,0.0031765695398753117,0.0,binance,0.07659002156811481,0.0,-8.992449400000002,0.0,10160.8165506,10000.0,10160.8165506,10000.0,0.016081655060000033,0.0,3.799547101449275,,44.7,,0.3666499513969137,1.0,-98.30339751939715,0.0,86,0,29.958333333333332,99,0,185,0,57,0,72,0,29,0,14,0,13,0,160.81655060000048,0.0,0.0801345619920988,100.0,0.08696070899404436,100.0,0.013397910004517292,100.0,0.014923370235464388,1.0,169.80900000000048,0.0,268.11239751939763,0.0,0.08433986387594562,0.0,10000.0,KSMUSDT,0.05694444444444444,0.0,124779.17880059614,0.0
WAVESUSDT,0.00036884079822674387,0.0012294693274224797,0.0,0.0,-0.002601261264224319,-0.00867087088074773,0.0,0.0,16.222531293463145,0.0,1.0,1.0,0.04217213095781417,-0.0,0.046664895295418805,-0.0,0.9980120797712269,0.9625112085339518,1.0,1.0,0.9535001048649442,,0.0066490141620751085,0.0,0.9980120797712269,1.0,0.0066490141620751085,0.0,binance,0.10843222432320705,0.0,-18.093024998,0.0,10111.090707675865,10000.0,9953.200657002002,10000.0,0.011109070767586493,0.0,1.4571134020618557,,41.38333333333333,,0.5869637496647162,1.0,-183.51873116077496,0.0,251,0,29.958333333333332,235,0,486,0,144,0,240,0,81,0,11,0,10,0,111.04593567586394,0.0,0.15723658344313066,100.0,0.18341955595796655,100.0,0.022623689371008098,100.0,0.0345060485467385,1.0,129.13896067386395,0.0,312.6576918346389,0.0,-0.024963579729626685,0.0,10000.0,WAVESUSDT,0.09305555555555556,0.0,244858.51271782123,0.0
SNXUSDT,0.0006432838664849339,0.0021442795549497795,0.0,0.0,0.00016050134666100168,0.0005350044888700056,0.0,0.0,5.240611961057024,0.0,1.0,1.0,0.012383275614870393,-0.0,0.014282249394024284,-0.0,0.9991483304904855,0.9887158947349258,1.0,1.0,0.9864900789581573,,0.0022787609543666147,0.0,0.9991483304904855,1.0,0.0022787609543666147,0.0,binance,0.11310727071231516,0.0,-4.671158420000001,0.0,10194.522941579995,10000.0,10083.129741579995,10000.0,0.01945229415799954,0.0,4.066239316239316,,24.783333333333335,,0.0,1.0,0.0,0.0,56,0,29.958333333333332,101,0,157,0,50,0,56,0,51,0,0,0,0,0,194.52294157999958,0.0,0.06906234693501122,100.0,0.08125346084952516,100.0,0.01535672281164519,100.0,0.01552803130372751,1.0,199.1940999999996,0.0,199.1940999999996,0.0,0.13547378136336993,0.0,10000.0,SNXUSDT,0.0,0.0,27545.061663875393,0.0
RENUSDT,0.0006251612805319162,0.0020838709351063875,0.0,0.0,-9.25911777383992e-05,-0.00030863725912799733,0.0,0.0,7.810848400556329,0.0,1.0,1.0,0.034364177456478996,-0.0,0.0357744438816624,-0.0,0.9983879569694694,0.966828935383331,1.0,1.0,0.964300498873145,,0.005959614480692728,0.0,0.9983879569694694,1.0,0.005959614480692728,0.0,binance,0.09311121220708975,0.0,-7.500375593999999,0.0,10188.99311440599,10000.0,10188.99311440599,10000.0,0.018899311440599087,0.0,2.9369098712446355,,43.6,,0.21135941609704165,1.0,-52.66118706158295,0.0,127,0,29.958333333333332,107,0,234,0,69,0,124,0,35,0,3,0,3,0,188.99311440599908,0.0,0.12904887860666206,100.0,0.13506532677643265,100.0,0.020093655182014048,100.0,0.02636071567858272,1.0,196.49348999999907,0.0,249.15467706158202,0.0,0.08379855596766758,0.0,10000.0,RENUSDT,0.07916666666666666,0.0,126758.44478354038,0.0
